HCPC,SEQNUM,RECID,LONG_DESCRIPTION,SHORT_DESCRIPTION,,,,,
S4989,10,3,"Contraceptive intrauterine device (e.g., progestacert iud), including implants and supplies",Contracept iud,,,,,
S4990,10,3,"Nicotine patches, legend",Nicotine patch legend,,,,,
S4991,10,3,"Nicotine patches, non-legend",Nicotine patch nonlegend,,,,,
S4993,10,3,Contraceptive pills for birth control,Contraceptive pills for bc,,,,,
S4995,10,3,Smoking cessation gum,Smoking cessation gum,,,,,
S5000,10,3,"Prescription drug, generic","Prescription drug, generic",,,,,
S5001,10,3,"Prescription drug, brand name","Prescription drug,brand name",,,,,
S5010,10,3,"5% dextrose and 0.45% normal saline, 1000 ml",5% dextrose and 0.45% saline,,,,,
S5011,10,3,"5% dextrose in lactated ringer's, 1000 ml",5% dextrose in lactated ring,,,,,
S5012,10,3,"5% dextrose with potassium chloride, 1000 ml",5% dextrose with potassium,,,,,
S5013,10,3,"5% dextrose/0.45% normal saline with potassium chloride and magnesium sulfate, 1000 ml",5%dextrose/0.45%saline1000ml,,,,,
S5014,10,3,"5% dextrose/0.45% normal saline with potassium chloride and magnesium sulfate, 1500 ml",D5w/0.45ns w kcl and mgs04,,,,,
S5035,10,3,"Home infusion therapy, routine service of infusion device (e.g., pump maintenance)",Hit routine device maint,,,,,
S5036,10,3,"Home infusion therapy, repair of infusion device (e.g., pump repair)",Hit device repair,,,,,
S5100,10,3,"Day care services, adult; per 15 minutes",Adult daycare services 15min,,,,,
S5101,10,3,"Day care services, adult; per half day",Adult day care per half day,,,,,
S5102,10,3,"Day care services, adult; per diem",Adult day care per diem,,,,,
S5105,10,3,"Day care services, center-based; services not included in program fee, per diem",Centerbased day care perdiem,,,,,
S5108,10,3,"Home care training to home care client, per 15 minutes",Homecare train pt 15 min,,,,,
S5109,10,3,"Home care training to home care client, per session",Homecare train pt session,,,,,
S5110,10,3,"Home care training, family; per 15 minutes",Family homecare training 15m,,,,,
S5111,10,3,"Home care training, family; per session",Family homecare train/sessio,,,,,
S5115,10,3,"Home care training, non-family; per 15 minutes",Nonfamily homecare train/15m,,,,,
S5116,10,3,"Home care training, non-family; per session",Nonfamily hc train/session,,,,,
S5120,10,3,Chore services, per 15 minutes,Chore services per 15 min,,,,
S5121,10,3,Chore services, per diem,Chore services per diem,,,,
S5125,10,3,Attendant care services, per 15 minutes,Attendant care service /15m,,,,
S5126,10,3,Attendant care services, per diem,Attendant care service /diem,,,,
S5130,10,3,"Homemaker service, nos; per 15 minutes",Homaker service nos per 15m,,,,,
S5131,10,3,"Homemaker service, nos; per diem",Homemaker service nos /diem,,,,,
S5135,10,3,"Companion care, adult (e.g., iadl/adl); per 15 minutes",Adult companioncare per 15m,,,,,
S5136,10,3,"Companion care, adult (e.g., iadl/adl); per diem",Adult companioncare per diem,,,,,
S5140,10,3,"Foster care, adult; per diem",Adult foster care per diem,,,,,
S5141,10,3,"Foster care, adult; per month",Adult foster care per month,,,,,
S5145,10,3,"Foster care, therapeutic, child; per diem",Child fostercare th per diem,,,,,
S5146,10,3,"Foster care, therapeutic, child; per month",Ther fostercare child /month,,,,,
S5150,10,3,"Unskilled respite care, not hospice; per 15 minutes",Unskilled respite care /15m,,,,,
S5151,10,3,"Unskilled respite care, not hospice; per diem",Unskilled respitecare /diem,,,,,
S5160,10,3,Emergency response system, installation and testing,Emer response sys instal&tst,,,,
S5161,10,3,"Emergency response system; service fee, per month (excludes installation and testing)",Emer rspns sys serv permonth,,,,,
S5162,10,3,Emergency response system, purchase only,Emer rspns system purchase,,,,
S5165,10,3,Home modifications, per service,Home modifications per serv,,,,
S5170,10,3,"Home delivered meals, including preparation; per meal",Homedelivered prepared meal,,,,,
S5175,10,3,"Laundry service, external, professional; per order","Laundry serv,ext,prof,/order",,,,,
S5180,10,3,"Home health respiratory therapy, initial evaluation",Hh respiratory thrpy in eval,,,,,
S5181,10,3,"Home health respiratory therapy, nos, per diem",Hh respiratory thrpy nos/day,,,,,
S5185,10,3,"Medication reminder service, non-face-to-face; per month",Med reminder serv per month,,,,,
S5190,10,3,"Wellness assessment, performed by non-physician",Wellness assessment by nonph,,,,,
S5199,10,3,"Personal care item, nos, each",Personal care item nos each,,,,,
S5497,10,3,"Home infusion therapy, catheter care / maintenance, not otherwise classified; includes administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit cath care noc,,,,,
S5498,10,3,"Home infusion therapy, catheter care / maintenance, simple (single lumen), includes administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment, (drugs and nursing visits coded separately), per diem",Hit simple cath care,,,,,
S5501,10,3,"Home infusion therapy, catheter care / maintenance, complex (more than one lumen), includes administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit complex cath care,,,,,
S5502,10,3,"Home infusion therapy, catheter care / maintenance, implanted access device, includes administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment, (drugs and nursing visits coded separately), per diem (use this code for interim maintenance of vascular access not currently in use)",Hit interim cath care,,,,,
S5517,10,3,"Home infusion therapy, all supplies necessary for restoration of catheter patency or declotting",Hit declotting kit,,,,,
S5518,10,3,"Home infusion therapy, all supplies necessary for catheter repair",Hit cath repair kit,,,,,
S5520,10,3,"Home infusion therapy, all supplies (including catheter) necessary for a peripherally inserted central venous catheter (picc) line insertion",Hit picc insert kit,,,,,
S5521,10,3,"Home infusion therapy, all supplies (including catheter) necessary for a midline catheter insertion",Hit midline cath insert kit,,,,,
S5522,10,3,"Home infusion therapy, insertion of peripherally inserted central venous catheter (picc), nursing services only (no supplies or catheter included)",Hit picc insert no supp,,,,,
S5523,10,3,"Home infusion therapy, insertion of midline venous catheter, nursing services only (no supplies or catheter included)",Hip midline cath insert kit,,,,,
S5550,10,3,"Insulin, rapid onset, 5 units",Insulin rapid 5 u,,,,,
S5551,10,3,"Insulin, most rapid onset (lispro or aspart); 5 units",Insulin most rapid 5 u,,,,,
S5552,10,3,"Insulin, intermediate acting (nph or lente); 5 units",Insulin intermed 5 u,,,,,
S5553,10,3,"Insulin, long acting; 5 units",Insulin long acting 5 u,,,,,
S5560,10,3,"Insulin delivery device, reusable pen; 1.5 ml size",Insulin reuse pen 1.5 ml,,,,,
S5561,10,3,"Insulin delivery device, reusable pen; 3 ml size",Insulin reuse pen 3 ml,,,,,
S5565,10,3,Insulin cartridge for use in insulin delivery device other than pump, 150 units,Insulin cartridge 150 u,,,,
S5566,10,3,Insulin cartridge for use in insulin delivery device other than pump, 300 units,Insulin cartridge 300 u,,,,
S5570,10,3,"Insulin delivery device, disposable pen (including insulin); 1.5 ml size",Insulin dispos pen 1.5 ml,,,,,
S5571,10,3,"Insulin delivery device, disposable pen (including insulin); 3 ml size",Insulin dispos pen 3 ml,,,,,
S8030,10,3,Scleral application of tantalum ring(s) for localization of lesions for proton beam therapy,Tantalum ring application,,,,,
S8032,10,3,Low-dose computed tomography for lung cancer screening,Low dose ct lung screening,,,,,
S8035,10,3,Magnetic source imaging,Magnetic source imaging,,,,,
S8037,10,3,Magnetic resonance cholangiopancreatography (mrcp),Mrcp,,,,,
S8040,10,3,Topographic brain mapping,Topographic brain mapping,,,,,
S8042,10,3,"Magnetic resonance imaging (mri), low-field",Mri low field,,,,,
S8049,10,3,Intraoperative radiation therapy (single administration),Intraoperative radiation the,,,,,
S8055,10,3,"Ultrasound guidance for multifetal pregnancy reduction(s), technical component (only to be used when the physician doing the reduction procedure does not perform the ultrasound, guidance is included in the cpt code for multifetal pregnancy reduction - 59866)",Us guidance fetal reduct,,,,,
S8080,10,3,"Scintimammography (radioimmunoscintigraphy of the breast), unilateral, including supply of radiopharmaceutical",Scintimammography,,,,,
S8085,10,3,Fluorine-18 fluorodeoxyglucose (f-18 fdg) imaging using dual-head coincidence detection system (non-dedicated pet scan),Fluorine-18 fluorodeoxygluco,,,,,
S8092,10,3,"Electron beam computed tomography (also known as ultrafast ct, cine ct)",Electron beam computed tomog,,,,,
S8096,10,3,Portable peak flow meter,Portable peak flow meter,,,,,
S8097,10,3,"Asthma kit (including but not limited to portable peak expiratory flow meter, instructional video, brochure, and/or spacer)",Asthma kit,,,,,
S8100,10,3,Holding chamber or spacer for use with an inhaler or nebulizer, without mask,Spacer without mask,,,,
S8101,10,3,Holding chamber or spacer for use with an inhaler or nebulizer, with mask,Spacer with mask,,,,
S8110,10,3,Peak expiratory flow rate (physician services),Peak expiratory flow rate (p,,,,,
S8120,10,3,"Oxygen contents, gaseous, 1 unit equals 1 cubic foot",O2 contents gas cubic ft,,,,,
S8121,10,3,"Oxygen contents, liquid, 1 unit equals 1 pound",O2 contents liquid lb,,,,,
S8130,10,3,"Interferential current stimulator, 2 channel",Interferential stim 2 chan,,,,,
S8131,10,3,"Interferential current stimulator, 4 channel",Interferential stim 4 chan,,,,,
S8185,10,3,Flutter device,Flutter device,,,,,
S8186,10,3,Swivel adapter,Swivel adaptor,,,,,
S8189,10,3,"Tracheostomy supply, not otherwise classified",Trach supply noc,,,,,
S8210,10,3,Mucus trap,Mucus trap,,,,,
S8262,10,3,"Mandibular orthopedic repositioning device, each",Mandib ortho repos device,,,,,
S8265,10,3,Haberman feeder for cleft lip/palate,Haberman feeder,,,,,
S8270,10,3,"Enuresis alarm, using auditory buzzer and/or vibration device",Enuresis alarm,,,,,
S8301,10,3,"Infection control supplies, not otherwise specified",Infect control supplies nos,,,,,
S8415,10,3,Supplies for home delivery of infant,Supplies for home delivery,,,,,
S8420,10,3,"Gradient pressure aid (sleeve and glove combination), custom made",Custom gradient sleev/glov,,,,,
S8421,10,3,"Gradient pressure aid (sleeve and glove combination), ready made",Ready gradient sleev/glov,,,,,
S8422,10,3,"Gradient pressure aid (sleeve), custom made, medium weight",Custom grad sleeve med,,,,,
S8423,10,3,"Gradient pressure aid (sleeve), custom made, heavy weight",Custom grad sleeve heavy,,,,,
S8424,10,3,"Gradient pressure aid (sleeve), ready made",Ready gradient sleeve,,,,,
S8425,10,3,"Gradient pressure aid (glove), custom made, medium weight",Custom grad glove med,,,,,
S8426,10,3,"Gradient pressure aid (glove), custom made, heavy weight",Custom grad glove heavy,,,,,
S8427,10,3,"Gradient pressure aid (glove), ready made",Ready gradient glove,,,,,
S8428,10,3,"Gradient pressure aid (gauntlet), ready made",Ready gradient gauntlet,,,,,
S8429,10,3,Gradient pressure exterior wrap,Gradient pressure wrap,,,,,
S8430,10,3,"Padding for compression bandage, roll",Padding for comprssn bdg,,,,,
S8431,10,3,"Compression bandage, roll",Compression bandage,,,,,
S8450,10,3,"Splint, prefabricated, digit (specify digit by use of modifier)",Splint digit,,,,,
S8451,10,3,"Splint, prefabricated, wrist or ankle",Splint wrist or ankle,,,,,
S8452,10,3,"Splint, prefabricated, elbow",Splint elbow,,,,,
S8460,10,3,"Camisole, post-mastectomy",Camisole post-mast,,,,,
S8490,10,3,"Insulin syringes (100 syringes, any size)",100 insulin syringes,,,,,
S8930,10,3,Electrical stimulation of auricular acupuncture points, each 15 minutes of personal one-on-one contact with the patient,Auricular electrostimulation,,,,
S8940,10,3,"Equestrian/hippotherapy, per session",Hippotherapy per session,,,,,
S8948,10,3,Application of a modality (requiring constant provider attendance) to one or more areas, low-level laser, each 15 minutes,Low-level laser trmt 15 min,,,
S8950,10,3,"Complex lymphedema therapy, each 15 minutes","Complex lymphedema therapy,",,,,,
S8990,10,3,Physical or manipulative therapy performed for maintenance rather than restoration,Pt or manip for maint,,,,,
S8999,10,3,Resuscitation bag (for use by patient on artificial respiration during power failure or other catastrophic event),Resuscitation bag,,,,,
S9001,10,3,Home uterine monitor with or without associated nursing services,Home uterine monitor with or,,,,,
S9007,10,3,Ultrafiltration monitor,Ultrafiltration monitor,,,,,
S9015,10,3,Automated eeg monitoring,Automated eeg monitoring,,,,,
S9024,10,3,Paranasal sinus ultrasound,Paranasal sinus ultrasound,,,,,
S9025,10,3,Omnicardiogram/cardiointegram,Omnicardiogram/cardiointegra,,,,,
S9034,10,3,"Extracorporeal shockwave lithotripsy for gall stones (if performed with ercp, use 43265)",Eswl for gallstones,,,,,
S9055,10,3,Procuren or other growth factor preparation to promote wound healing,Procuren or other growth fac,,,,,
S9056,10,3,Coma stimulation per diem,Coma stimulation per diem,,,,,
S9061,10,3,"Home administration of aerosolized drug therapy (e.g., pentamidine); administrative services, professional pharmacy services, care coordination, all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Medical supplies and equipme,,,,,
S9083,10,3,Global fee urgent care centers,Urgent care center global,,,,,
S9088,10,3,Services provided in an urgent care center (list in addition to code for service),Services provided in urgent,,,,,
S9090,10,3,"Vertebral axial decompression, per session",Vertebral axial decompressio,,,,,
S9097,10,3,Home visit for wound care,Home visit wound care,,,,,
S9098,10,3,"Home visit, phototherapy services (e.g., bili-lite), including equipment rental, nursing services, blood draw, supplies, and other services, per diem",Home phototherapy visit,,,,,
S9109,10,3,"Congestive heart failure telemonitoring, equipment rental, including telescale, computer system and software, telephone connections, and maintenance, per month",Chf telemonitoring month,,,,,
S9110,10,3,"Telemonitoring of patient in their home, including all necessary equipment; computer system, connections, and software; maintenance; patient education and support; per month",Telemonitoring/home per mnth,,,,,
S9117,10,3,"Back school, per visit",Back school visit,,,,,
S9122,10,3,"Home health aide or certified nurse assistant, providing care in the home; per hour",Home health aide or certifie,,,,,
S9123,10,3,"Nursing care, in the home; by registered nurse, per hour (use for general nursing care only, not to be used when cpt codes 99500-99602 can be used)",Nursing care in home rn,,,,,
S9124,10,3,"Nursing care, in the home; by licensed practical nurse, per hour","Nursing care, in the home; b",,,,,
S9125,10,3,"Respite care, in the home, per diem","Respite care, in the home, p",,,,,
S9126,10,3,"Hospice care, in the home, per diem","Hospice care, in the home, p",,,,,
S9127,10,3,"Social work visit, in the home, per diem","Social work visit, in the ho",,,,,
S9128,10,3,"Speech therapy, in the home, per diem","Speech therapy, in the home,",,,,,
S9129,10,3,"Occupational therapy, in the home, per diem","Occupational therapy, in the",,,,,
S9131,10,3,"Physical therapy; in the home, per diem",Pt in the home per diem,,,,,
S9140,10,3,"Diabetic management program, follow-up visit to non-md provider","Diabetic management program,",,,,,
S9141,10,3,"Diabetic management program, follow-up visit to md provider","Diabetic management program,",,,,,
S9145,10,3,"Insulin pump initiation, instruction in initial use of pump (pump not included)",Insulin pump initiation,,,,,
S9150,10,3,Evaluation by ocularist,Evaluation by ocularist,,,,,
S9152,10,3,"Speech therapy, re-evaluation","Speech therapy, re-eval",,,,,
S9208,10,3,"Home management of preterm labor, including administrative services, professional pharmacy services, care coordination, and all necessary supplies or equipment (drugs and nursing visits coded separately), per diem (do not use this code with any home infusion per diem code)",Home mgmt preterm labor,,,,,
S9209,10,3,"Home management of preterm premature rupture of membranes (pprom), including administrative services, professional pharmacy services, care coordination, and all necessary supplies or equipment (drugs and nursing visits coded separately), per diem (do not use this code with any home infusion per diem code)",Home mgmt pprom,,,,,
S9211,10,3,"Home management of gestational hypertension, includes administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment (drugs and nursing visits coded separately); per diem (do not use this code with any home infusion per diem code)",Home mgmt gest hypertension,,,,,
S9212,10,3,"Home management of postpartum hypertension, includes administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem (do not use this code with any home infusion per diem code)",Hm postpar hyper per diem,,,,,
S9213,10,3,"Home management of preeclampsia, includes administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing services coded separately); per diem (do not use this code with any home infusion per diem code)",Hm preeclamp per diem,,,,,
S9214,10,3,"Home management of gestational diabetes, includes administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately); per diem (do not use this code with any home infusion per diem code)",Hm gest dm per diem,,,,,
S9325,10,3,"Home infusion therapy, pain management infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment, (drugs and nursing visits coded separately), per diem (do not use this code with s9326, s9327 or s9328)",Hit pain mgmt per diem,,,,,
S9326,10,3,"Home infusion therapy, continuous (twenty-four hours or more) pain management infusion; administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit cont pain per diem,,,,,
S9327,10,3,"Home infusion therapy, intermittent (less than twenty-four hours) pain management infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit int pain per diem,,,,,
S9328,10,3,"Home infusion therapy, implanted pump pain management infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit pain imp pump diem,,,,,
S9329,10,3,"Home infusion therapy, chemotherapy infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem (do not use this code with s9330 or s9331)",Hit chemo per diem,,,,,
S9330,10,3,"Home infusion therapy, continuous (twenty-four hours or more) chemotherapy infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit cont chem diem,,,,,
S9331,10,3,"Home infusion therapy, intermittent (less than twenty-four hours) chemotherapy infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit intermit chemo diem,,,,,
S9335,10,3,"Home therapy, hemodialysis; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing services coded separately), per diem",Ht hemodialysis diem,,,,,
S9336,10,3,"Home infusion therapy, continuous anticoagulant infusion therapy (e.g., heparin), administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit cont anticoag diem,,,,,
S9338,10,3,"Home infusion therapy, immunotherapy, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit immunotherapy diem,,,,,
S9339,10,3,"Home therapy; peritoneal dialysis, administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit periton dialysis diem,,,,,
S9340,10,3,"Home therapy; enteral nutrition; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (enteral formula and nursing visits coded separately), per diem",Hit enteral per diem,,,,,
S9341,10,3,"Home therapy; enteral nutrition via gravity; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (enteral formula and nursing visits coded separately), per diem",Hit enteral grav diem,,,,,
S9342,10,3,"Home therapy; enteral nutrition via pump; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (enteral formula and nursing visits coded separately), per diem",Hit enteral pump diem,,,,,
S9343,10,3,"Home therapy; enteral nutrition via bolus; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (enteral formula and nursing visits coded separately), per diem",Hit enteral bolus nurs,,,,,
S9345,10,3,"Home infusion therapy, anti-hemophilic agent infusion therapy (e.g., factor viii); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit anti-hemophil diem,,,,,
S9346,10,3,"Home infusion therapy, alpha-1-proteinase inhibitor (e.g., prolastin); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit alpha-1-proteinas diem,,,,,
S9347,10,3,"Home infusion therapy, uninterrupted, long-term, controlled rate intravenous or subcutaneous infusion therapy (e.g., epoprostenol); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit longterm infusion diem,,,,,
S9348,10,3,"Home infusion therapy, sympathomimetic/inotropic agent infusion therapy (e.g., dobutamine); administrative services, professional pharmacy services, care coordination, all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit sympathomim diem,,,,,
S9349,10,3,"Home infusion therapy, tocolytic infusion therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit tocolysis diem,,,,,
S9351,10,3,"Home infusion therapy, continuous or intermittent anti-emetic infusion therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and visits coded separately), per diem",Hit cont antiemetic diem,,,,,
S9353,10,3,"Home infusion therapy, continuous insulin infusion therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit cont insulin diem,,,,,
S9355,10,3,"Home infusion therapy, chelation therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit chelation diem,,,,,
S9357,10,3,"Home infusion therapy, enzyme replacement intravenous therapy; (e.g., imiglucerase); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit enzyme replace diem,,,,,
S9359,10,3,"Home infusion therapy, anti-tumor necrosis factor intravenous therapy; (e.g., infliximab); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit anti-tnf per diem,,,,,
S9361,10,3,"Home infusion therapy, diuretic intravenous therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit diuretic infus diem,,,,,
S9363,10,3,"Home infusion therapy, anti-spasmotic therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit anti-spasmotic diem,,,,,
S9364,10,3,"Home infusion therapy, total parenteral nutrition (tpn); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment including standard tpn formula (lipids, specialty amino acid formulas, drugs other than in standard formula and nursing visits coded separately), per diem (do not use with home infusion codes s9365-s9368 using daily volume scales)",Hit tpn total diem,,,,,
S9365,10,3,"Home infusion therapy, total parenteral nutrition (tpn); one liter per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment including standard tpn formula (lipids, specialty amino acid formulas, drugs other than in standard formula and nursing visits coded separately), per diem",Hit tpn 1 liter diem,,,,,
S9366,10,3,"Home infusion therapy, total parenteral nutrition (tpn); more than one liter but no more than two liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment including standard tpn formula (lipids, specialty amino acid formulas, drugs other than in standard formula and nursing visits coded separately), per diem",Hit tpn 2 liter diem,,,,,
S9367,10,3,"Home infusion therapy, total parenteral nutrition (tpn); more than two liters but no more than three liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment including standard tpn formula (lipids, specialty amino acid formulas, drugs other than in standard formula and nursing visits coded separately), per diem",Hit tpn 3 liter diem,,,,,
S9368,10,3,"Home infusion therapy, total parenteral nutrition (tpn); more than three liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment including standard tpn formula (lipids, specialty amino acid formulas, drugs other than in standard formula and nursing visits coded separately), per diem",Hit tpn over 3l diem,,,,,
S9370,10,3,"Home therapy, intermittent anti-emetic injection therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht inj antiemetic diem,,,,,
S9372,10,3,"Home therapy; intermittent anticoagulant injection therapy (e.g., heparin); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem (do not use this code for flushing of infusion devices with heparin to maintain patency)",Ht inj anticoag diem,,,,,
S9373,10,3,"Home infusion therapy, hydration therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem (do not use with hydration therapy codes s9374-s9377 using daily volume scales)",Hit hydra total diem,,,,,
S9374,10,3,"Home infusion therapy, hydration therapy; one liter per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit hydra 1 liter diem,,,,,
S9375,10,3,"Home infusion therapy, hydration therapy; more than one liter but no more than two liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit hydra 2 liter diem,,,,,
S9376,10,3,"Home infusion therapy, hydration therapy; more than two liters but no more than three liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit hydra 3 liter diem,,,,,
S9377,10,3,"Home infusion therapy, hydration therapy; more than three liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies (drugs and nursing visits coded separately), per diem",Hit hydra over 3l diem,,,,,
S9379,10,3,"Home infusion therapy, infusion therapy, not otherwise classified; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit noc per diem,,,,,
S9381,10,3,"Delivery or service to high risk areas requiring escort or extra protection, per visit",Hit high risk/escort,,,,,
S9401,10,3,"Anticoagulation clinic, inclusive of all services except laboratory tests, per session",Anticoag clinic per session,,,,,
S9430,10,3,Pharmacy compounding and dispensing services,Pharmacy comp/disp serv,,,,,
S9433,10,3,"Medical food nutritionally complete, administered orally, providing 100% of nutritional intake",Medical food oral 100% nutr,,,,,
S9434,10,3,Modified solid food supplements for inborn errors of metabolism,Mod solid food suppl,,,,,
S9435,10,3,Medical foods for inborn errors of metabolism,Medical foods for inborn err,,,,,
S9436,10,3,"Childbirth preparation/lamaze classes, non-physician provider, per session",Lamaze class,,,,,
S9437,10,3,"Childbirth refresher classes, non-physician provider, per session",Childbirth refresher class,,,,,
S9438,10,3,"Cesarean birth classes, non-physician provider, per session",Cesarean birth class,,,,,
S9439,10,3,"Vbac (vaginal birth after cesarean) classes, non-physician provider, per session",Vbac class,,,,,
S9441,10,3,"Asthma education, non-physician provider, per session",Asthma education,,,,,
S9442,10,3,"Birthing classes, non-physician provider, per session",Birthing class,,,,,
S9443,10,3,"Lactation classes, non-physician provider, per session",Lactation class,,,,,
S9444,10,3,"Parenting classes, non-physician provider, per session",Parenting class,,,,,
S9445,10,3,"Patient education, not otherwise classified, non-physician provider, individual, per session",Pt education noc individ,,,,,
S9446,10,3,"Patient education, not otherwise classified, non-physician provider, group, per session",Pt education noc group,,,,,
S9447,10,3,"Infant safety (including cpr) classes, non-physician provider, per session",Infant safety class,,,,,
S9449,10,3,"Weight management classes, non-physician provider, per session",Weight mgmt class,,,,,
S9451,10,3,"Exercise classes, non-physician provider, per session",Exercise class,,,,,
S9452,10,3,"Nutrition classes, non-physician provider, per session",Nutrition class,,,,,
S9453,10,3,"Smoking cessation classes, non-physician provider, per session",Smoking cessation class,,,,,
S9454,10,3,"Stress management classes, non-physician provider, per session",Stress mgmt class,,,,,
S9455,10,3,"Diabetic management program, group session","Diabetic management program,",,,,,
S9460,10,3,"Diabetic management program, nurse visit","Diabetic management program,",,,,,
S9465,10,3,"Diabetic management program, dietitian visit","Diabetic management program,",,,,,
S9470,10,3,"Nutritional counseling, dietitian visit","Nutritional counseling, diet",,,,,
S9472,10,3,"Cardiac rehabilitation program, non-physician provider, per diem",Cardiac rehabilitation progr,,,,,
S9473,10,3,"Pulmonary rehabilitation program, non-physician provider, per diem",Pulmonary rehabilitation pro,,,,,
S9474,10,3,"Enterostomal therapy by a registered nurse certified in enterostomal therapy, per diem",Enterostomal therapy by a re,,,,,
S9475,10,3,"Ambulatory setting substance abuse treatment or detoxification services, per diem",Ambulatory setting substance,,,,,
S9476,10,3,"Vestibular rehabilitation program, non-physician provider, per diem",Vestibular rehab per diem,,,,,
S9480,10,3,"Intensive outpatient psychiatric services, per diem",Intensive outpatient psychia,,,,,
S9482,10,3,"Family stabilization services, per 15 minutes",Family stabilization 15 min,,,,,
S9484,10,3,"Crisis intervention mental health services, per hour",Crisis intervention per hour,,,,,
S9485,10,3,"Crisis intervention mental health services, per diem",Crisis intervention mental h,,,,,
S9490,10,3,"Home infusion therapy, corticosteroid infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit corticosteroid/diem,,,,,
